Rating,No_of_ratings,Name,specs0,specs1,specs2,specs3,specs4,specs5,specs6,specs7,specs8,specs9,specs10,specs11,specs12,specs13,specs14,specs15,specs16,specs17,specs18,specs19,specs20,specs21,specs22,specs23,specs24,specs25,specs26,specs27,specs28,specs29,specs30,specs31,specs32,specs33,specs34,specs35
3.8,"10,720 Ratings",Key Specs & Features of Asus X543MA-GQ1015T (Intel Celeron Dual Core 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1366 x 768 pixels , LED ," LED Backlit Anti-glare Display (200 nits Brightness, 45% NTSC, 75% Screen-to-body Ratio) ", No , Intel Celeron Dual-Core , N4020 , 1.1GHz , 4 MB , Intel UHD 600 , 4GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.9 Kg , 381 x 251 x 27.2 , Transparent Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ,null, Headphone + Microphone Combo Jack , 33 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Acer A315-58G (NX.AG0SI.001) (Intel Core i5 (11th Gen) 8GB 1TB HDD 2GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Pixel Acer ComfyView LED-backlit TFT LCD Display , No , Intel Core i5 (11th Gen) , 1135G7 ,null, 8 MB , NVIDIA GeForce MX350 , 2 GB , 8GB ,1, DDR4 ,null, HDD SATA , 1TB , 1.7 Kg , 363 x 238 x 19 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac ", Yes , No ,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,23 Ratings,Key Specs & Features of Acer A315-57G (NX.HZRSI.001) (Intel Core i5 (10th Gen) 4GB 1TB HDD 2GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit ComfyView TFT Display (16:9 Aspect Ratio) , No , Intel Core i5 (10th Gen) , 1035G1 , 1.0GHz , 6 MB , NVIDIA Geforce GTX MX330 , 2 GB , 4GB ,1, DDR4 ,null, HDD SATA , 1TB , 1.9 Kg , 363.4 x 250.5 x 19.9 , Charcoal Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , FineTip Keyboard with Independent Standard Numeric Keypad (International Language Support) , No 
3.5,46 Ratings,Key Specs & Features of Lenovo V14 (82C6000KIH) (Ryzen 3 4GB 1TB HDD ), DOS , 14 inch , 1366 x 768 pixels , LED , LED Backlit Anti-Glare TN Display , No , AMD Dual-Core Ryzen 3 , 3250U , 2.6GHz , 4 MB , AMD Radeon , 4GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.6 Kg , 327.1 x 241 x 19.9 , Iron Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", No ,null, Headphone + Microphone Combo Jack , 35 W AC Adapter W ,null, Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Lenovo (81Y400CTIN) (Intel Core i5 (10th Gen) 8GB 1TB HDD 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS Anti-glare Display , No , Intel Core i5 (10th Gen) , 10300H , 2.5GHz , 8 MB , NVIDIA Geforce GTX 1650 Ti , 4 GB , 8GB ,1, DDR4 ,null, HDD SATA , 1TB ,null, 359 x 249.6 x 24.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 45 W AC Adapter W ,null, Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
3.5,46 Ratings,Key Specs & Features of Lenovo V14 (82C6000KIH) (Ryzen 3 4GB 1TB HDD ), DOS , 14 inch , 1366 x 768 pixels , LED , LED Backlit Anti-Glare TN Display , No , AMD Dual-Core Ryzen 3 , 3250U , 2.6GHz , 4 MB , AMD Radeon , 4GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.6 Kg , 327.1 x 241 x 19.9 , Iron Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", No ,null, Headphone + Microphone Combo Jack , 35 W AC Adapter W ,null, Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
4.1,"1,553 Ratings",Key Specs & Features of Asus X543UA-DM582T (Intel Core i5 (8th Gen) 8GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit Anti-glare Display (200 nits Brightness, 45 Percentage NTSC, 16:9 Aspect Ratio) ", No , Intel Core i5 (8th Gen) , 8250U , 1.6GHz , 6 MB , Intel UHD 620 , 8GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.6 Kg , 381 x 251 x 27.2 , Star Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No ,null, Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Chiclet Keyboard (Integrated Numeric Keypad) , No 
4,248 Ratings,Key Specs & Features of Acer A315-23 R7H1 (NX.HVUSI.00C) (Ryzen 3 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit ComfyView TFT Display (16:9 Aspect Ratio) , No , AMD Dual-Core Ryzen 3 , 3250U , 2.6GHz , 5 MB , AMD Radeon , 4GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 1.9 Kg , 363.4 x 250.5 x 19.9 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ,null, Headphone + Microphone Combo Jack , 45 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
3.9,257 Ratings,Key Specs & Features of Lenovo V145 (81MTA000IH) (AMD A6 APU 4GB 1TB HDD Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1366 x 768 pixels , LED , LED Backlit Anti-Glare Display , No , AMD Dual-Core A6 APU ,9225, 2.6GHz , 1 MB , AMD Radeon , 4GB ,null,1, DDR4 ,null, HDD SATA , 1TB , 2.1 Kg , 376 x 253 x 23 , Black ,null," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ,null, Headphone + Microphone Combo Jack , 30 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
3.7,516 Ratings,Key Specs & Features of Avita NS12T5IN025P (Intel Celeron Dual Core 4GB Windows 10), Windows 10 Home Basic , 11.6 inch(29.46 cm) , 1920 x 1080 pixels , LED , IPS Display , Yes , Intel Celeron Dual-Core , N4000 , 2.6GHz ,null, Intel UHD 600 , 4GB ,null,1, DDR4 ,null,null, 64GB , 1.32 Kg , 299 x 206 x 22 , Charcoal Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No ,null, Headphone + Microphone Combo Jack ,null ,null , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
4.6,342 Ratings,Key Specs & Features of Asus S333EA-EG501TS (Intel Core i5 (11th Gen) 8GB Windows 10), Windows 10 Home Basic , 13.3 inch(33.78 cm) , 1920 x 1080 pixels , LED ," LED Backlit IPS Anti-glare Display (300 nits Brightness, 100% sRGB Color Gamut, 88% Screen-to-body Ratio) ", No , Intel Core i5 (11th Gen) , 1135G7 , 4.2GHz , 8 MB , Intel Iris Xe , 8GB ,null,1, LPDDR4X ,null,null, 512GB , 1.20 Kg , 304 x 196 x 14.9 , Gun Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit English Keyboard , Yes 
4.1,99 Ratings,Key Specs & Features of Asus C523NA-BR0300 (Intel Celeron Dual Core 4GB ), Google Chrome , 15.6 inch(39.62 cm) , 1366 x 768 pixels , LED ," LED Backlit LCD Anti-glare Display (16:9, NTSC: 45% Color Gamut, 200nits Brightness, 80% Screen-to-body Ratio) ", No , Intel Celeron Dual-Core , N3350 , 1.1GHz , 2 MB , Intel HD 500 , 4GB ,null,1, LPDDR4X ,null,null, 64GB , 1.43 Kg , 358 x 248 x 15.6 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No ,null, Headphone + Microphone Combo Jack , null, null, Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Chiclet Keyboard , No 
4.6,342 Ratings,Key Specs & Features of Asus S333EA-EG501TS (Intel Core i5 (11th Gen) 8GB Windows 10), Windows 10 Home Basic , 13.3 inch(33.78 cm) , 1920 x 1080 pixels , LED ," LED Backlit IPS Anti-glare Display (300 nits Brightness, 100% sRGB Color Gamut, 88% Screen-to-body Ratio) ", No , Intel Core i5 (11th Gen) , 1135G7 , 4.2GHz , 8 MB , Intel Iris Xe , 8GB ,null,1, LPDDR4X ,null,null, 512GB , 1.20 Kg , 304 x 196 x 14.9 , Gun Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 45 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit English Keyboard , Yes 
4.1,70 Ratings,Key Specs & Features of Acer A315-23-R6ZC (NX.HVUSI.00E) (Ryzen 5 8GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , LED Backlit ComfyView IPS Display (16:9 Aspect Ratio) , No , AMD Quad-Core Ryzen 5 , 3500U , 2.1GHz , 6 MB , AMD Radeon Vega 8 , 8GB ,null,1, DDR4 ,null,null, 512GB , 1.9 Kg , 363.4 x 250.5 x 19.9 , Pure Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.1 ", No ,null, Headphone + Microphone Combo Jack , 45 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , FineTip Keyboard with Independent Numeric Keypad (International Language Support) , No 
4.4,3 Ratings,Key Specs & Features of Lenovo V15 (82C500XXIH) (Intel Core i3 (10th Gen) 4GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i3 (10th Gen) , 1005G1 , 1.2GHz , 4 MB , Intel UHD , 4GB ,null,1, DDR4 ,null,null, 256GB , 1.85 Kg , 362 x 252 x 20 , Iron Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n "," Yes, 4.2 ", No ,null, Headphone + Microphone Combo Jack , 30 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Lenovo V15 (82C500XYIH) (Intel Core i3 (10th Gen) 4GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i3 (10th Gen) , 1005G1 , 1.2GHz , 4 MB , Intel UHD , 4GB ,null,1, DDR4 ,null,null, 256GB , 1.85 Kg , 362 x 252 x 20 , Iron Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ,null, Headphone + Microphone Combo Jack , 30 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Lenovo V15 (82C500XYIH) (Intel Core i3 (10th Gen) 4GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i3 (10th Gen) , 1005G1 , 1.2GHz , 4 MB , Intel UHD , 4GB ,null,1, DDR4 ,null,null, 256GB , 1.85 Kg , 362 x 252 x 20 , Iron Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ,null, Headphone + Microphone Combo Jack , 30 W AC Adapter W , 2 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
4.4,292 Ratings,Key Specs & Features of Asus X413EP-EB511TS (Intel Core i5 (11th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," LED Backlit Anti-glare Display (250 nits Brightness, 45%% NTSC Color Gamut, 84% Screen-to-body Ratio) ", No , Intel Core i5 (11th Gen) , 1135G7 , 4.2GHz , 8 MB , NVIDIA Geforce MX330 , 2 GB , 8GB ,1, DDR4 ,null,null, 512GB , 1.40 Kg , 324 x 215 x 19.1 , Cobalt Blue , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
4.4,292 Ratings,Key Specs & Features of Asus X413EP-EB511TS (Intel Core i5 (11th Gen) 8GB 2GB Graphics Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED ," LED Backlit Anti-glare Display (250 nits Brightness, 45%% NTSC Color Gamut, 84% Screen-to-body Ratio) ", No , Intel Core i5 (11th Gen) , 1135G7 , 4.2GHz , 8 MB , NVIDIA Geforce MX330 , 2 GB , 8GB ,1, DDR4 ,null,null, 512GB , 1.40 Kg , 324 x 215 x 19.1 , Cobalt Blue , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Chiclet Keyboard , No 
4,1 Ratings,Key Specs & Features of Lenovo V15 (82C500RRIH) (Intel Core i5 (10th Gen) 4GB ), DOS , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i5 (10th Gen) , 1035G1 , 1.0GHz , 6 MB , Intel UHD , 4GB ,null,1, DDR4 ,null,null, 256GB , 1.85 Kg ,null, Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n "," Yes, 4.0 ", No ,null, Headphone + Microphone Combo Jack , null, 2 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Lenovo X390 (20SCS01F00) (Intel Core i5 (10th Gen) 8GB Windows 8.1), Windows 10 Professional , 13.3 inch(33.78 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i5 (10th Gen) , 10210U , 1.6GHz , 6 MB , Intel UHD , 8GB ,null,1, DDR4 ,null,null, 512GB , 1.22 Kg , 312 x 217 x 17 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , null, null, Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
4.1,"12,925 Ratings",Key Specs & Features of HP 14q-cy0006au (7QG88PA) (AMD A9 APU 4GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1366 x 768 pixels , LED , Diagonal SVA BrightView micro-edge WLED-backlit Display , No , AMD Dual-Core A9 APU ,9425, 3.1GHz , 1 MB , AMD Radeon R5 , 4GB ,null,1, DDR4 , 1866MHz ,null, 256GB , 1.47 Kg , 335 x 234 x 19.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n "," Yes, 4.2 ", No ,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, HP Imagepad with multi-touch gesture support , Full-size island-style keyboard , No 
4.5,"1,156 Ratings",Key Specs & Features of Lenovo 100e (81QB000AUS) (Mediatek M8173C 4GB ), Google Chrome , 11.6 inch(29.46 cm) , 1366 x 768 pixels , LED , LED AntiGlare Display , No ,null, MT8173C , 2.1GHz , 1 MB , PowerVR GX6250 , 4GB ,null,1, LPDDR3 , 1866MHz ,null, 16GB ,null,null, Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.2 ", No ,null, Headphone + Microphone Combo Jack , 42 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with multi-touch gesture support , Standard Notebook Keyboard , No 
4.1,37 Ratings,Key Specs & Features of Lenovo S145 (81W800HWIN) (Intel Core i5 (10th Gen) 8GB Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," LED Backlit Anti-glare TN Display (220 nits Brightness, 16:9 Aspect Ratio) ", No , Intel Core i5 (10th Gen) , 1035G1 , 1.0GHz , 6 MB , Intel UHD , 8GB , Up to 12GB ,1, DDR4 , 2666MHz ,null, 512GB , 1.85 Kg , 362.2 x 251.5 x 19.9 , Platinum Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W , 2 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , English Non Backlit Keyboard , No 
3.8,25 Ratings,Key Specs & Features of Lenovo (82A3009RIN) (Intel Core i5 (11th Gen) 16GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i5 (11th Gen) , 1135G7 , 2.4GHz , 8 MB , Intel Iris Xe , 16GB ,null,1, DDR4 , 3200MHz ,null, 512GB , 1.36 Kg ,null, Slate Grey , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 60.7 W AC Adapter W , 4 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit English Keyboard , No 
4.5,3 Ratings,Key Specs & Features of Lenovo (82A300BEIN) (Intel Core i7 (11th Gen) 16GB Windows 10), Windows 10 Home Basic , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , Yes , Intel Core i7 (11th Gen) , 1165G7 , 2.8GHz , 12 MB , Intel Iris Xe , 16GB ,null,1, DDR4 , 3200MHz ,null, 1TB , 1.3 Kg ,null, Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 60.7 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
null,null,Key Specs & Features of Lenovo E14 (20TAS0AJ00) (Intel Core i5 (11th Gen) 8GB ), DOS , 14 inch(35.56 cm) , 1920 x 1080 pixels , LED , IPS LED Backlit Anti-glare Display , No , Intel Core i5 (11th Gen) , 1135G7 , 2.4GHz , 8 MB , Intel Iris Xe , 8GB ,null,1, DDR4 , 3200MHz ,null, 512GB , 1.69 Kg , 324 x 220 x 18.9 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 45 W AC Adapter W ,null, Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard , No 
4.5,2 Ratings,Key Specs & Features of Asus UX582LR-H701TS (Intel Core i7 (10th Gen) 32GB 8GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 3840 x 2160 pixels , LED ," 4K Ultra OLED Backlit Glossy Display (440 nits Brightness, DCI-P3: 100% Color Gamut, Pantone Validated) ", No , Intel Core i7 (10th Gen) , 10870H , 2.2GHz , 16 MB , Intel UHD , 8 GB , 32GB ,1, DDR4 , 2933MHz ,null, 1TB , 2.34 Kg , 359 x 249 x 21.5 , Celestial Blue , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 240 W AC Adapter W , 8 Cell , Li-Ion ,null," ScreenPad Plus (14 inch 3840 x 1100 (4K) Pixel IPS-level Panel Support Stylus), Touchpad (with Exclusive Dual-function LED-Backlit Number Pad) ", Backlit Chiclet Keyboard with Num-key , No 
4.2,63 Ratings,Key Specs & Features of Dell 15 3500 (D560321WIN9BL) (Intel Core i7 (10th Gen) 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i7 (10th Gen) , 10750H , 2.5GHz , 12 MB , NVIDIA Geforce GTX 1650 , 4 GB , 8GB ,1, DDR4 , 2933MHz ,null, 512GB , 2.34 Kg , 365.5 x 254 x 21.6 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No ,null, Headphone + Microphone Combo Jack , 51 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
null,null,Key Specs & Features of Dell 13 9310 (D560032WIN9S) (Intel Core i5 (11th Gen) 8GB Windows 10), Windows 10 Home Basic , 13.3 inch(33.78 cm) , 1920 x 1080 pixels , LED , Plus LED Backlit InfinityEdge Display , Yes , Intel Core i5 (11th Gen) , 1135G7 , 4.2GHz , 8 MB , Intel Iris Xe , 8GB , Up to 32GB ,2, LPDDR4X , 3733MHz ,null, 512GB , 1.2 Kg , 296 x 198 x 15 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , null, 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Backlit Keyboard , No 
3.6,31 Ratings,Key Specs & Features of HP 13-ba0003TU (3M001PA) (Intel Core i5 (10th Gen) 8GB Windows 10), Windows 10 Home Basic , 13.3 inch , 1920 x 1080 pixels , LED ," Diagonal, Multitouch-enabled, IPS, edge-to-edge glass, micro-edge, BrightView, 400 nits, 100% sRGB Display ", No , Intel Core i5 (10th Gen) , 1035G1 , 1.0GHz , 6 MB , Intel UHD , 8GB ,null,1, DDR4 , 2666MHz ,null, 512GB , 1.3 Kg , 306.5 x 194.6 x 16.9 , Natural Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 65 W AC Adapter W , 3 Cell , Li-Ion ,null, HP Imagepad with multi-touch gesture support; Precision Touchpad Support ," Full-size, island-style, backlit, natural silver keyboard ", No 
4.4,11 Ratings,Key Specs & Features of Asus G531GU-ES511T (Intel Core i5 (9th Gen) 16GB 6GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," F LED-backlit 300nits, 3ms Response Time(G2G), Anti-Glare IPS-level Panel with 72% NTSC, 100 Percentage sRGB, Up to 81.5 Percentage screen-to-body ratio Display ", No , Intel Core i5 (9th Gen) , 9300H , 2.4GHz , 8 MB , NVIDIA GeForce GTX 1660 Ti , 6 GB , 16GB ,1, DDR4 , 2666MHz ,null, 1TB , 2.40 Kg , 360 x 275 x 25.8 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 3 "," Yes, 802.11 a/b/g/n/ac "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 66 W AC Adapter W , 4 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Illuminated Backlit Chiclet Keyboard RGB , No 
null,null,Key Specs & Features of HP 15-ep0143tx (22H44PA) (Intel Core i5 (10th Gen) 16GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED ," Diagonal Edge-to-Edge Glass Micro-Edge 400 nits, 100% sRGB Display ", No , Intel Core i5 (10th Gen) , 10300H , 2.5GHz , 8 MB , NVIDIA Geforce GTX 1650 Ti , 4 GB , 16GB ,2, DDR4 , 2933MHz ,null, 512GB , 3.61 Kg , 357.9 x 236.8 x 18.4 , Silver , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 1 "," Yes, 802.11 b/g/n/ax "," Yes, 5.0 ", No ,null, Headphone + Microphone Combo Jack , 83 W AC Adapter W , 6 Cell , Li-Po ,null, Touchpad with Multi-Touch Gestures Enabled , Standard Notebook Keyboard ,null
null,null,Key Specs & Features of Dell 15 3500 (D560254WIN9BL) (Intel Core i5 (10th Gen) 8GB 4GB Graphics Windows 10), Windows 10 Home Basic , 15.6 inch(39.62 cm) , 1920 x 1080 pixels , LED , Anti-glare Display , No , Intel Core i5 (10th Gen) , 10300H , 2.5GHz , 8 MB , NVIDIA Geforce GTX 1650 Ti , 4 GB , 8GB ,1, DDR4 , 2933MHz ,null, 512GB , 2.34 Kg , 365.5 x 254 x 21.6 , Black , 1 Year ," Laptop, Battery, AC Adapter, User Guide "," Yes, 2 "," Yes, 802.11 a/b/g/n/ac "," Yes, 4.0 ", No ,null, Headphone + Microphone Combo Jack , 51 W AC Adapter W , 3 Cell , Li-Ion ,null, Touchpad with Multi-Touch Gestures Enabled , Gaming Backlit Keyboard , No 
